user,first_open,dayofweek,hour,age,numscreens,minigame,used_premium_feature,enrolled,enrolled_date,liked
355937,40:31.1,3, 13:00:00,48,12,0,0,1,44:00.1,0
347552,58:40.3,1, 16:00:00,38,21,1,1,1,05:01.8,0
372017,34:00.9,2, 17:00:00,21,32,0,0,1,57:06.0,0
243950,40:57.6,4, 06:00:00,38,36,0,0,0,,0
192871,52:25.5,2, 21:00:00,24,16,0,0,1,54:00.2,0
103488,06:59.0,3, 17:00:00,33,1,0,0,1,23:09.4,0
23019,46:30.7,6, 21:00:00,50,41,0,0,1,50:02.0,0
210617,17:07.8,1, 21:00:00,22,23,0,0,0,,0
241974,36:39.9,4, 19:00:00,25,4,0,1,0,,0
314895,07:57.7,1, 17:00:00,33,11,0,0,0,,0
300883,57:34.4,0, 17:00:00,43,34,1,0,0,,0
58334,06:26.8,0, 14:00:00,45,18,1,0,0,,0
368120,52:49.6,2, 02:00:00,33,50,0,0,1,23:18.4,0
87705,41:06.9,3, 14:00:00,56,10,0,0,0,,0
207205,22:58.6,2, 17:00:00,29,3,1,0,1,15:24.6,0
347390,50:07.6,6, 01:00:00,29,25,0,0,1,52:44.7,0
63860,10:26.6,6, 13:00:00,24,8,0,0,1,48:02.6,0
323263,36:36.0,5, 11:00:00,30,13,0,0,1,06:13.6,0
144306,19:05.7,1, 06:00:00,25,25,1,1,1,40:08.6,1
357324,58:35.6,3, 18:00:00,28,20,0,0,0,,0
132481,25:34.9,1, 13:00:00,36,7,0,0,0,,0
37402,25:22.5,6, 16:00:00,24,28,0,0,1,27:47.5,1
96157,31:30.0,4, 13:00:00,24,18,1,0,0,,1
70806,12:16.9,1, 23:00:00,25,14,0,0,0,,0
17342,53:41.4,1, 18:00:00,20,20,0,1,1,56:16.5,1
247335,00:00.4,1, 15:00:00,59,30,0,1,0,,0
214869,47:17.1,4, 07:00:00,17,20,0,0,1,52:14.7,1
170780,54:29.8,2, 03:00:00,44,7,0,0,0,,0
194940,48:42.7,4, 22:00:00,22,17,0,1,1,49:30.6,0
91353,16:28.1,2, 18:00:00,19,15,0,0,1,18:41.4,0
30421,39:01.1,3, 12:00:00,42,12,0,0,0,,0
308454,04:50.5,3, 22:00:00,27,15,0,0,1,43:52.5,0
83039,39:21.7,0, 11:00:00,32,11,0,0,1,40:31.0,0
121292,26:04.7,1, 16:00:00,22,6,0,0,0,,1
249025,40:42.4,5, 16:00:00,32,18,0,0,1,41:08.6,0
252124,01:35.9,3, 03:00:00,25,26,0,0,1,05:04.6,0
165394,17:58.7,4, 05:00:00,36,4,0,0,0,,0
242145,01:11.7,1, 05:00:00,32,22,0,0,1,03:16.9,0
51732,18:47.8,5, 10:00:00,19,33,0,0,1,25:22.0,0
62201,53:42.4,3, 17:00:00,39,12,0,0,1,07:20.3,0
251492,00:36.9,3, 13:00:00,20,14,0,0,1,03:35.0,0
156936,54:25.0,5, 02:00:00,28,32,0,0,0,,0
106192,10:59.7,1, 20:00:00,42,11,0,0,0,,0
308344,39:13.5,2, 06:00:00,28,78,1,0,1,54:37.7,0
324230,56:09.8,2, 21:00:00,34,7,0,0,0,,0
151161,18:15.8,5, 14:00:00,23,15,0,0,0,,0
341269,14:45.1,3, 06:00:00,38,51,0,0,0,,0
37519,56:25.6,5, 00:00:00,23,23,0,0,0,,0
89359,21:46.7,0, 17:00:00,24,19,0,0,1,24:44.4,0
157400,41:25.0,5, 23:00:00,20,9,0,1,0,,0
186978,49:41.0,4, 23:00:00,23,11,0,0,1,51:29.1,0
76926,04:31.8,3, 22:00:00,51,9,0,0,1,24:58.2,0
148216,26:35.8,5, 09:00:00,20,11,0,0,1,38:29.1,1
102648,19:52.5,4, 15:00:00,30,19,0,0,1,23:08.4,1
321390,43:29.3,1, 21:00:00,24,26,0,0,0,,0
110315,02:56.8,6, 18:00:00,26,14,0,0,0,,0
202670,48:20.3,3, 15:00:00,23,11,0,0,0,,0
359940,14:03.1,0, 06:00:00,26,6,0,0,0,,0
257309,28:30.2,0, 16:00:00,18,22,0,0,0,,0
339314,29:36.4,3, 05:00:00,53,14,0,0,1,11:32.8,0
320652,43:59.0,5, 21:00:00,26,15,0,0,0,,0
53871,20:24.0,1, 17:00:00,42,21,0,0,1,26:56.0,0
132028,37:35.2,2, 13:00:00,21,23,0,0,1,57:03.2,0
152519,11:52.0,2, 23:00:00,23,22,0,0,1,27:09.7,0
148704,36:53.5,1, 12:00:00,28,12,0,0,1,46:46.1,0
362915,18:36.6,1, 17:00:00,29,54,0,0,1,35:46.7,0
198588,02:26.8,4, 18:00:00,18,19,0,0,1,05:55.5,0
371764,42:28.0,1, 15:00:00,50,8,0,0,0,,0
35544,36:10.0,6, 00:00:00,44,3,0,0,1,21:40.8,0
327203,48:10.8,1, 15:00:00,27,43,0,1,0,,0
320270,44:51.3,0, 06:00:00,20,7,0,0,1,22:37.2,0
177158,17:59.8,3, 00:00:00,23,30,0,0,1,19:12.5,0
7313,48:09.6,3, 16:00:00,24,14,0,1,1,02:03.5,1
245525,42:07.0,3, 23:00:00,22,15,0,0,0,,0
117428,12:33.9,1, 18:00:00,62,9,0,0,0,,0
26144,09:21.1,4, 01:00:00,46,17,0,0,1,13:40.5,0
165198,58:32.2,4, 04:00:00,30,30,0,0,1,59:12.1,1
72027,11:02.9,1, 21:00:00,18,17,0,0,1,44:13.8,0
353170,22:53.2,5, 13:00:00,30,14,0,0,0,,0
43455,58:59.2,5, 05:00:00,25,11,1,0,1,39:29.1,0
118765,37:44.8,0, 15:00:00,34,2,0,0,1,39:59.3,1
205488,13:12.1,0, 15:00:00,18,13,0,0,1,26:07.9,0
58050,40:18.4,4, 00:00:00,35,38,0,0,1,44:27.2,0
352154,06:52.9,2, 23:00:00,26,8,0,0,0,,0
229136,51:50.4,0, 19:00:00,29,34,0,0,1,53:25.1,0
334101,59:21.7,2, 14:00:00,23,21,0,1,1,02:45.0,0
79077,47:55.3,1, 21:00:00,33,19,0,0,0,,1
341592,50:04.6,0, 19:00:00,34,43,0,0,1,51:01.4,0
169280,28:31.1,2, 00:00:00,43,17,0,0,1,24:49.9,0
175137,28:32.5,2, 22:00:00,36,16,0,0,1,33:59.7,0
292339,12:30.2,0, 23:00:00,60,14,1,0,1,23:25.7,0
201220,07:33.2,2, 03:00:00,18,10,0,0,0,,0
138599,30:00.1,1, 16:00:00,20,63,0,0,1,12:43.7,0
162729,20:18.7,3, 15:00:00,44,6,1,0,0,,0
314140,35:56.6,6, 20:00:00,37,26,0,1,1,56:26.9,0
252162,08:52.6,0, 08:00:00,17,15,0,0,1,11:19.4,0
333283,15:01.1,6, 19:00:00,27,22,0,1,1,15:31.1,0
209148,16:52.6,0, 20:00:00,23,22,0,0,1,24:04.6,0
94145,10:42.2,0, 17:00:00,29,15,0,0,1,11:43.4,0
298683,23:36.1,5, 13:00:00,25,8,0,0,1,55:44.3,1
150247,16:46.5,4, 16:00:00,26,45,0,0,0,,0
280077,25:52.1,1, 18:00:00,30,19,0,0,1,27:43.3,0
1603,52:03.5,0, 20:00:00,27,5,0,0,1,11:00.1,0
73327,09:35.3,2, 00:00:00,32,23,0,0,1,59:55.4,1
60299,29:21.6,4, 20:00:00,40,23,0,0,1,32:05.1,0
33511,05:23.1,0, 01:00:00,52,35,0,1,0,,0
148005,01:18.7,3, 06:00:00,39,41,0,0,1,10:05.0,0
358864,06:46.6,2, 15:00:00,25,4,0,1,0,,0
149119,17:35.6,0, 18:00:00,20,25,0,0,1,20:30.2,0
205188,51:14.9,6, 03:00:00,30,17,0,0,0,,0
23111,21:52.8,6, 15:00:00,64,13,0,0,0,,0
34583,20:41.7,3, 04:00:00,26,35,0,0,1,28:09.8,0
25361,30:38.7,3, 07:00:00,23,44,0,0,1,33:15.1,0
354091,59:31.5,5, 23:00:00,19,22,0,0,0,,0
261811,47:35.4,0, 23:00:00,18,14,0,0,1,48:38.4,0
216942,56:34.6,4, 17:00:00,36,21,0,0,0,,0
215472,08:22.3,3, 17:00:00,24,12,0,0,0,,0
140599,21:43.3,2, 16:00:00,59,11,0,1,0,,0
301926,18:54.9,5, 02:00:00,43,5,0,0,0,,0
167874,01:45.7,1, 23:00:00,44,12,0,0,1,03:09.1,0
16880,25:08.9,2, 20:00:00,55,18,0,1,1,25:47.5,0
114174,29:47.4,5, 01:00:00,26,18,0,0,0,,0
203991,04:52.6,3, 23:00:00,55,9,0,0,1,28:08.7,0
14979,10:21.4,4, 16:00:00,21,34,0,0,1,12:56.3,0
99870,03:19.5,0, 00:00:00,45,32,1,0,1,10:24.3,1
364594,28:10.7,2, 18:00:00,37,20,0,0,1,30:27.6,1
238916,36:52.5,3, 22:00:00,33,22,0,1,1,39:32.3,0
103662,33:01.4,3, 23:00:00,31,11,0,0,0,,1
293557,32:16.6,3, 23:00:00,24,19,0,0,1,34:24.4,1
183387,14:58.8,4, 06:00:00,27,7,0,0,1,36:47.8,0
9261,27:47.9,5, 02:00:00,23,33,0,1,1,43:20.3,0
170271,57:29.2,5, 17:00:00,29,9,0,0,0,,0
244934,00:00.4,1, 15:00:00,32,118,0,0,0,,0
252418,17:37.0,0, 00:00:00,32,32,0,1,0,,0
181234,42:06.2,4, 19:00:00,46,5,0,0,1,14:16.1,0
124775,39:12.0,5, 20:00:00,26,8,0,1,0,,0
149188,05:52.2,0, 15:00:00,54,10,0,0,0,,0
88276,11:22.0,2, 02:00:00,35,1,0,1,0,,0
271576,08:30.8,0, 13:00:00,20,4,0,0,0,,0
41228,10:24.7,5, 01:00:00,37,24,0,0,0,,0
266408,31:36.9,4, 01:00:00,58,11,0,0,0,,0
47435,29:21.3,6, 01:00:00,25,27,0,0,1,32:28.2,0
332961,26:44.9,0, 07:00:00,20,25,0,0,0,,0
321823,29:48.1,2, 13:00:00,43,11,0,1,0,,0
346226,11:26.1,6, 22:00:00,22,10,0,0,1,13:20.9,0
137069,46:42.3,6, 04:00:00,47,6,0,0,0,,0
340181,11:46.7,0, 12:00:00,29,12,0,0,0,,0
121293,44:29.5,1, 05:00:00,31,21,1,0,1,02:30.1,0
128456,13:34.7,0, 21:00:00,24,17,0,0,1,17:13.0,0
40868,19:22.6,1, 21:00:00,28,7,0,0,0,,0
362983,57:04.9,2, 18:00:00,22,28,0,0,0,,0
68324,50:34.4,6, 21:00:00,32,11,0,0,0,,0
131591,36:24.8,3, 19:00:00,53,13,0,0,0,,0
220758,07:29.6,2, 20:00:00,21,37,0,0,1,11:17.7,1
174525,01:27.5,0, 17:00:00,30,3,0,0,1,40:57.3,1
339125,23:28.8,3, 12:00:00,28,45,0,0,1,24:58.0,0
194773,45:18.8,2, 14:00:00,48,23,1,1,1,17:26.9,0
288488,30:35.8,6, 12:00:00,39,15,0,0,1,51:28.4,0
292735,47:13.6,5, 05:00:00,39,23,0,0,1,51:35.8,0
292462,35:48.2,4, 05:00:00,27,8,0,0,1,38:48.5,1
128391,35:23.9,5, 15:00:00,37,3,0,0,0,,0
24170,49:00.0,1, 12:00:00,26,19,0,0,1,43:07.5,0
358561,16:30.3,5, 14:00:00,29,4,0,0,1,33:19.1,0
72254,45:18.8,3, 02:00:00,25,29,0,0,0,,0
106738,17:50.3,1, 04:00:00,28,12,0,0,0,,0
204109,56:12.3,0, 00:00:00,38,16,0,0,0,,1
231724,20:08.8,5, 16:00:00,54,7,0,0,1,20:38.3,0
213859,27:06.2,3, 19:00:00,57,5,0,0,0,,0
238245,44:29.2,6, 21:00:00,28,19,0,0,1,00:25.4,0
23766,10:26.9,6, 01:00:00,17,26,0,0,1,12:15.8,1
371632,20:49.9,4, 20:00:00,26,13,0,0,1,39:05.9,0
273714,20:41.5,4, 20:00:00,29,31,0,0,0,,0
20219,23:29.7,4, 16:00:00,19,19,0,0,0,,0
22524,30:24.3,3, 13:00:00,39,4,0,0,1,00:41.7,0
128366,40:34.3,2, 15:00:00,39,17,0,0,0,,0
208386,19:53.2,1, 16:00:00,60,27,0,0,1,27:46.1,0
163235,00:09.2,4, 06:00:00,26,11,0,0,0,,0
327059,42:21.9,5, 23:00:00,19,5,0,0,1,25:36.1,0
356451,43:13.1,2, 02:00:00,16,10,0,0,0,,0
89021,51:26.9,1, 04:00:00,27,12,0,0,1,53:23.6,0
277386,15:09.4,2, 19:00:00,42,16,0,1,1,16:24.2,0
55016,55:30.2,2, 07:00:00,26,15,0,0,1,59:27.5,0
125887,00:51.8,5, 04:00:00,16,18,0,0,0,,0
11478,39:58.8,6, 11:00:00,53,20,0,1,0,,0
158879,22:36.7,0, 01:00:00,36,24,0,0,1,45:44.7,0
53392,15:34.2,1, 03:00:00,30,45,0,1,1,24:15.2,0
144699,54:25.9,6, 17:00:00,50,15,0,0,1,05:59.1,1
89705,20:56.5,6, 20:00:00,21,22,0,0,1,41:56.8,0
261567,09:14.3,4, 05:00:00,34,19,0,0,0,,0
182590,36:56.3,1, 19:00:00,41,9,0,0,0,,1
205391,10:06.5,2, 01:00:00,38,27,0,0,1,17:10.8,0
360481,38:20.1,0, 13:00:00,30,13,0,0,1,39:22.9,0
323800,55:06.4,6, 14:00:00,22,19,0,0,1,56:21.3,0
261228,28:10.0,6, 06:00:00,27,39,0,0,0,,0
346939,12:17.0,1, 13:00:00,21,19,0,1,1,14:26.9,0
24541,24:01.0,1, 22:00:00,45,23,0,1,1,11:03.8,0
9942,08:53.4,0, 05:00:00,30,4,0,0,1,17:36.9,0
14253,59:12.4,3, 17:00:00,39,15,0,0,0,,0
106040,39:57.7,1, 06:00:00,30,46,0,0,1,43:24.9,1
5439,03:00.0,3, 21:00:00,33,12,0,0,1,17:22.8,0
330818,12:28.4,4, 22:00:00,29,31,0,1,1,27:26.7,1
22336,48:31.5,6, 19:00:00,27,18,0,0,1,57:34.5,1
307201,30:20.7,6, 02:00:00,41,2,0,1,0,,0
105815,17:28.4,2, 13:00:00,42,10,0,0,1,21:20.6,0
12979,00:00.4,5, 15:00:00,58,5,0,0,0,,0
80184,55:01.8,3, 12:00:00,47,12,0,0,1,12:12.3,0
249725,50:47.3,6, 21:00:00,32,4,0,0,0,,0
89695,44:00.9,3, 22:00:00,32,12,0,0,1,56:32.8,0
213475,28:07.4,3, 11:00:00,42,16,0,0,1,30:56.6,0
356115,29:14.8,2, 02:00:00,25,72,0,0,1,38:50.9,0
359024,18:07.2,4, 07:00:00,31,4,0,0,0,,0
349663,14:08.7,5, 22:00:00,23,28,0,0,1,22:10.2,0
295288,15:31.2,2, 17:00:00,35,10,0,0,0,,1
326783,23:14.6,3, 23:00:00,24,18,1,1,1,25:01.9,0
37754,50:05.2,4, 05:00:00,25,33,0,0,1,16:18.5,0
75580,55:06.4,0, 17:00:00,28,11,0,0,1,19:10.7,0
368524,17:28.3,4, 12:00:00,38,9,1,0,1,03:08.8,0
197217,22:40.5,4, 19:00:00,44,25,1,1,0,,1
369222,39:10.7,3, 21:00:00,41,22,0,0,1,43:33.7,0
136492,27:53.1,0, 19:00:00,19,18,0,0,0,,1
233426,00:42.6,5, 01:00:00,18,14,0,0,1,03:02.5,0
347653,26:07.9,0, 22:00:00,34,23,0,1,0,,0
221232,44:23.4,6, 00:00:00,38,38,0,1,1,47:44.9,0
1791,01:07.2,4, 14:00:00,56,33,0,0,0,,0
79054,22:21.5,2, 02:00:00,55,6,0,0,0,,0
57360,28:51.8,3, 21:00:00,21,6,0,0,1,14:05.6,0
268274,05:26.2,0, 10:00:00,27,24,0,0,1,52:22.8,0
283165,46:06.4,5, 03:00:00,25,12,0,0,1,33:44.2,0
66883,39:44.9,2, 09:00:00,34,20,1,0,1,44:31.0,0
50469,13:45.2,6, 17:00:00,36,9,0,0,1,01:10.7,0
371907,20:40.4,1, 12:00:00,24,24,0,0,1,16:00.5,0
348512,30:04.2,6, 10:00:00,40,19,0,0,0,,0
91409,10:04.5,4, 21:00:00,21,29,0,1,1,11:18.2,0
150213,31:51.7,6, 00:00:00,25,43,1,1,1,42:45.6,1
306746,52:53.9,6, 04:00:00,21,70,0,0,0,,0
52469,24:23.5,0, 12:00:00,30,17,0,1,0,,0
96595,46:21.0,6, 21:00:00,19,6,0,0,0,,0
188284,04:34.6,2, 17:00:00,24,10,0,0,1,08:19.0,0
262099,45:42.2,0, 02:00:00,34,21,1,1,1,04:27.4,1
365017,46:16.0,4, 02:00:00,26,29,0,0,1,51:09.8,1
153260,28:52.3,5, 00:00:00,32,16,0,0,1,29:46.0,1
355549,51:05.6,5, 10:00:00,22,23,0,0,1,27:18.0,0
94996,06:49.5,2, 17:00:00,23,3,0,0,0,,0
201379,18:44.9,5, 13:00:00,20,13,0,0,1,22:39.5,0
298240,32:22.5,1, 00:00:00,50,8,0,1,0,,0
144003,52:10.9,2, 07:00:00,26,10,0,0,0,,0
264689,51:28.2,3, 23:00:00,23,17,0,0,1,58:10.2,0
118444,55:49.6,1, 22:00:00,21,21,0,1,1,02:07.1,0
344308,56:50.4,4, 19:00:00,27,21,0,0,0,,0
209091,37:17.8,2, 17:00:00,28,20,0,0,1,38:16.1,0
95084,50:55.2,3, 06:00:00,23,27,0,0,1,29:57.7,0
357208,05:55.0,2, 06:00:00,22,16,0,0,0,,0
106995,43:50.8,4, 19:00:00,38,10,0,0,0,,0
257779,20:04.6,4, 00:00:00,25,61,0,0,1,21:14.1,0
11293,23:49.9,1, 19:00:00,35,22,0,0,1,28:40.4,1
361556,00:05.4,3, 18:00:00,23,6,0,0,1,19:24.5,0
320008,53:39.1,1, 11:00:00,52,2,1,0,0,,0
32498,43:25.9,6, 16:00:00,30,4,1,0,1,02:18.5,0
141191,04:12.6,6, 14:00:00,23,13,0,1,0,,0
121868,40:33.5,1, 10:00:00,33,20,0,0,1,45:49.5,0
221130,24:01.2,1, 00:00:00,31,18,0,0,1,19:08.8,0
163610,36:11.3,2, 12:00:00,54,25,0,1,1,45:29.4,0
311530,32:16.4,6, 17:00:00,34,11,0,0,0,,0
53436,20:56.4,2, 20:00:00,62,10,0,1,0,,0
336088,10:54.6,3, 03:00:00,23,29,0,0,1,26:11.8,0
44164,23:34.1,3, 23:00:00,25,22,0,0,1,27:44.3,0
267549,28:43.6,2, 12:00:00,41,16,0,0,1,15:24.7,0
97344,24:32.1,4, 08:00:00,25,48,0,0,1,59:49.5,1
114727,45:54.7,3, 16:00:00,29,13,0,0,1,49:51.5,1
330428,08:46.9,3, 20:00:00,32,27,0,0,1,10:50.0,0
190543,28:49.9,3, 23:00:00,63,3,0,0,0,,0
259877,44:50.5,2, 18:00:00,33,10,0,0,1,47:07.9,1
55744,26:15.0,5, 01:00:00,23,14,0,0,1,28:17.6,0
293996,21:41.9,0, 12:00:00,41,22,0,0,0,,0
16995,44:54.5,6, 16:00:00,28,21,1,1,1,04:05.4,0
84725,57:36.4,2, 02:00:00,36,50,0,0,0,,0
142578,13:43.5,5, 01:00:00,22,17,0,1,0,,0
84743,50:56.0,0, 04:00:00,36,22,0,0,1,15:50.8,0
10560,58:22.7,2, 00:00:00,23,22,0,0,1,04:07.2,0
243876,27:12.4,2, 21:00:00,29,12,0,0,1,06:32.4,0
369781,45:47.3,6, 09:00:00,35,7,0,1,0,,0
189362,49:52.1,1, 18:00:00,53,12,0,0,1,50:45.2,1
245569,15:52.1,5, 22:00:00,55,8,0,0,0,,0
6385,35:41.4,1, 23:00:00,31,20,0,0,1,39:51.7,1
165914,33:15.3,5, 20:00:00,38,23,0,0,0,,0
125947,22:01.9,0, 04:00:00,30,41,0,1,1,48:01.9,0
66999,21:43.0,0, 06:00:00,22,38,0,0,1,24:26.9,0
127710,43:43.0,6, 08:00:00,25,75,0,0,1,46:40.1,0
41679,41:33.7,1, 00:00:00,25,16,0,1,1,42:02.6,0
309635,32:43.0,5, 21:00:00,27,5,0,0,0,,1
212552,23:40.2,3, 01:00:00,34,29,0,0,0,,0
98261,31:11.7,5, 16:00:00,29,21,0,0,1,17:30.8,0
372047,32:34.7,3, 05:00:00,22,6,0,0,1,00:31.3,0
176015,12:12.4,1, 05:00:00,24,22,0,0,1,34:52.9,0
159767,30:20.8,0, 04:00:00,27,36,0,0,1,31:31.8,1
207915,45:55.8,6, 11:00:00,24,31,0,1,1,48:19.6,0
337814,06:11.9,6, 03:00:00,39,10,0,0,1,10:37.5,0
94517,15:02.0,1, 14:00:00,33,7,0,0,0,,0
296052,17:47.4,1, 21:00:00,44,4,0,0,1,28:36.9,0
229297,26:04.5,5, 20:00:00,61,14,0,0,1,27:43.4,0
123175,55:07.7,0, 11:00:00,32,14,0,1,1,25:46.8,1
7738,11:46.3,2, 01:00:00,22,6,0,0,1,43:36.8,0
138031,51:05.4,0, 04:00:00,28,34,0,0,1,53:17.2,0
352327,04:20.7,3, 18:00:00,44,16,0,1,0,,0
135841,35:32.7,3, 02:00:00,30,25,0,1,1,25:41.2,0
163555,14:06.9,2, 13:00:00,25,37,1,0,1,00:04.6,0
25609,42:26.0,0, 23:00:00,22,2,0,0,1,29:16.4,0
63444,44:25.8,4, 01:00:00,40,37,1,0,1,48:24.3,0
1614,08:36.2,4, 21:00:00,28,4,0,0,1,26:33.7,0
106096,58:19.3,0, 09:00:00,35,50,0,0,1,11:57.9,0
71751,17:26.6,1, 00:00:00,61,4,0,0,0,,0
233972,51:49.3,2, 10:00:00,44,39,0,0,1,47:58.0,0
132417,29:10.7,5, 22:00:00,25,4,0,0,0,,0
360839,28:08.8,1, 12:00:00,35,18,0,1,0,,0
122983,39:37.3,6, 15:00:00,69,21,0,0,0,,0
65908,54:25.5,3, 05:00:00,25,35,0,0,1,27:38.1,0
353858,57:32.6,4, 07:00:00,19,15,0,0,1,00:29.6,0
203541,45:31.1,0, 03:00:00,24,15,0,1,0,,0
138731,42:28.2,1, 03:00:00,29,8,0,0,1,10:51.3,0
270504,05:56.4,0, 09:00:00,25,14,0,1,0,,0
307940,16:25.7,3, 21:00:00,43,26,0,0,0,,0
279838,41:05.0,6, 16:00:00,24,9,0,1,0,,1
228192,28:13.7,6, 15:00:00,48,7,0,0,1,14:21.5,0
44239,06:58.1,1, 13:00:00,41,9,0,1,0,,0
232436,34:48.0,2, 13:00:00,19,13,0,0,0,,0
326839,29:43.8,6, 15:00:00,28,1,1,0,1,29:38.1,0
279782,37:35.6,1, 03:00:00,39,4,0,0,0,,1
338449,02:48.1,4, 05:00:00,35,28,0,0,0,,0
196259,47:10.3,4, 15:00:00,24,11,0,0,1,47:51.3,0
47143,01:14.8,3, 11:00:00,27,7,0,0,1,06:44.0,0
342246,35:51.5,4, 22:00:00,25,20,0,0,1,15:41.8,0
231352,19:06.9,3, 13:00:00,46,18,1,0,1,08:33.2,0
95967,42:57.5,6, 23:00:00,23,24,0,0,1,44:00.9,0
327081,19:43.5,6, 16:00:00,41,39,0,0,1,20:16.6,0
90525,19:41.3,6, 13:00:00,22,11,0,0,0,,1
22320,56:26.7,1, 08:00:00,27,16,0,0,1,08:07.4,0
243845,37:55.2,3, 00:00:00,22,13,0,0,1,39:41.3,0
237953,25:22.7,5, 11:00:00,73,25,0,0,1,43:32.4,0
266744,41:43.8,2, 15:00:00,27,17,0,0,0,,0
122013,30:06.3,3, 13:00:00,24,13,0,0,0,,0
78846,24:04.9,6, 02:00:00,35,30,0,0,1,25:30.8,0
354617,39:04.6,3, 23:00:00,27,21,0,1,0,,0
323840,55:03.9,0, 16:00:00,39,7,0,0,1,08:24.1,0
258808,52:24.7,3, 10:00:00,25,9,0,0,0,,1
129527,58:37.0,6, 02:00:00,33,16,0,1,0,,0
249503,15:38.4,0, 13:00:00,32,2,0,0,0,,0
147097,04:40.0,1, 08:00:00,20,32,0,0,0,,0
74542,52:35.5,0, 07:00:00,49,26,0,0,1,04:11.6,0
120162,28:02.3,3, 16:00:00,30,23,0,0,0,,1
334848,03:27.5,3, 21:00:00,31,11,0,1,1,01:26.1,1
332073,28:57.4,6, 23:00:00,19,5,0,0,1,47:56.6,1
86075,23:48.4,0, 02:00:00,36,11,0,1,1,18:26.8,0
73026,18:36.3,2, 19:00:00,22,10,0,0,1,31:06.0,0
80378,51:14.4,6, 21:00:00,28,7,0,0,0,,0
149706,01:11.6,4, 15:00:00,27,8,0,1,1,09:20.9,0
48078,00:29.8,5, 15:00:00,27,10,0,1,1,02:00.5,0
255530,45:41.9,6, 20:00:00,35,2,0,0,1,27:18.7,1
176887,01:23.2,4, 18:00:00,27,3,0,0,0,,1
243707,26:57.0,4, 23:00:00,32,23,0,1,1,34:51.8,0
65761,59:23.2,3, 19:00:00,34,63,0,0,1,04:49.2,0
12554,20:44.3,5, 19:00:00,36,18,0,0,0,,0
159761,18:07.2,5, 22:00:00,31,42,0,0,1,08:40.6,0
65706,52:06.9,0, 18:00:00,24,6,1,0,1,00:48.5,0
38133,58:33.3,1, 17:00:00,35,7,0,0,1,28:34.1,1
309755,16:38.4,0, 21:00:00,27,4,0,0,0,,0
217981,52:31.2,3, 03:00:00,53,35,0,0,1,58:43.2,0
167060,23:57.7,0, 01:00:00,30,9,0,0,0,,0
30860,54:05.9,0, 19:00:00,30,7,1,1,1,15:16.1,0
71654,58:29.7,6, 21:00:00,21,11,0,1,0,,0
273912,28:53.3,0, 02:00:00,17,4,0,0,1,40:45.2,0
106724,46:04.6,4, 02:00:00,24,30,0,0,1,02:28.0,0
210979,15:31.0,3, 20:00:00,31,6,0,0,0,,0
334403,06:15.9,4, 18:00:00,31,11,0,0,0,,1
303070,23:45.2,0, 19:00:00,21,3,0,0,0,,0
293388,11:19.1,0, 08:00:00,31,20,0,0,1,16:52.4,0
90070,13:07.4,0, 16:00:00,16,14,0,0,1,15:58.5,0
210209,25:42.7,2, 00:00:00,49,16,0,1,0,,0
360468,56:42.5,3, 17:00:00,25,72,0,0,1,04:12.5,0
139791,30:01.8,0, 05:00:00,29,16,0,0,0,,0
230617,12:00.3,6, 03:00:00,22,37,0,0,1,14:48.3,0
971,16:48.6,5, 10:00:00,24,34,1,0,1,19:33.4,0
291785,03:10.1,6, 21:00:00,41,23,1,0,0,,0
17080,45:00.4,4, 16:00:00,38,7,0,0,1,07:17.9,0
158227,10:07.9,6, 19:00:00,45,16,0,0,1,15:23.4,0
49318,26:49.1,1, 23:00:00,47,4,1,1,0,,0
230133,20:11.1,2, 15:00:00,26,36,0,1,1,22:46.6,0
275868,49:00.2,5, 19:00:00,28,18,0,1,1,51:49.4,0
76213,20:56.1,1, 18:00:00,32,10,0,0,1,22:04.4,0
25282,37:04.6,0, 00:00:00,23,19,0,0,1,39:58.3,0
293704,20:10.0,2, 02:00:00,35,37,0,1,0,,1
183432,28:15.9,1, 18:00:00,19,32,0,0,1,11:54.3,0
22569,33:53.1,2, 03:00:00,24,27,0,0,1,38:50.7,0
342141,32:14.9,6, 20:00:00,24,6,0,0,0,,0
207962,21:17.6,4, 04:00:00,41,11,0,0,0,,0
13135,20:17.7,1, 18:00:00,31,11,0,0,0,,0
170930,22:58.9,5, 03:00:00,38,8,0,1,1,15:34.5,0
164521,44:46.6,2, 17:00:00,28,11,0,0,1,13:09.9,0
115444,39:32.2,6, 05:00:00,47,42,1,1,1,40:38.5,0
209041,43:02.7,1, 01:00:00,34,7,0,0,0,,0
167841,02:47.0,5, 21:00:00,20,18,1,0,1,05:05.8,0
290561,50:40.6,5, 08:00:00,35,28,0,0,1,00:00.5,0
131956,59:14.1,0, 23:00:00,25,42,0,0,1,01:22.4,0
134427,54:50.5,0, 22:00:00,25,4,0,0,0,,0
341050,47:29.1,1, 22:00:00,33,10,0,1,0,,1
328501,57:51.9,5, 17:00:00,19,41,1,0,1,04:32.9,0
23124,22:10.1,4, 19:00:00,23,4,0,0,0,,0
217779,07:17.2,6, 04:00:00,34,20,0,0,1,20:43.7,0
195665,12:22.4,0, 03:00:00,31,14,0,0,1,13:42.0,0
207452,16:14.5,1, 21:00:00,65,6,0,0,0,,0
59047,40:39.7,2, 20:00:00,49,3,0,0,0,,0
